39.0,1.0,32.0,3249.0,326.170200969,2.87574338215,2.4292,0.0
64.0,1.0,59.0,5902.0,590.433738873,1.66120438237,1.2852,1.0
44.0,1.0,39.0,3904.0,390.763355498,1.68475517509,1.2088,0.0
69.0,1.0,61.0,6159.0,616.438966971,2.57718839048,2.1372,1.0
69.0,5.0,66.0,6656.0,665.741691649,1.37346277707,1.1792,0.0
31.0,11.0,29.0,2925.0,292.6858384,1.04283268073,0.82,1.0
67.0,3.0,63.0,6345.0,634.77318784,1.86212244495,1.574,0.0
33.0,1.0,30.0,3024.0,302.611962751,1.13243101335,0.9128,1.0
82.0,3.0,74.0,7456.0,746.66458333,3.98577470512,3.3048,0.0
65.0,1.0,61.0,6136.0,613.784978637,1.50678465615,1.2632,1.0
49.0,10.0,42.0,4288.0,431.005800425,4.35495120524,3.8168,0.0
65.0,5.0,60.0,6070.0,607.335162822,2.01742410018,1.628,1.0
68.0,2.0,64.0,6451.0,645.23561588,1.32283785855,1.0602,0.0
40.0,1.0,36.0,3602.0,360.438621682,1.31133519742,0.9668,1.0
3.0,1.0,0.0,25.0,5.9160797831,0.536190264738,0.395,0.0
51.0,1.0,41.0,4149.0,415.835303937,2.7874540355,2.1578,1.0
3.0,1.0,0.0,31.0,6.40312423743,0.560267793113,0.4526,0.0
45.0,2.0,40.0,4070.0,407.246853886,1.41774468788,1.094,1.0
2.0,2.0,0.0,46.0,7.07106781187,0.537028863284,0.5152,0.0
62.0,3.0,52.0,5246.0,528.808093735,6.6579576448,5.9064,1.0
75.0,1.0,68.0,6876.0,687.934589914,2.14532048888,1.7456,0.0
39.0,2.0,35.0,3587.0,358.902493722,1.20544597556,0.9038,1.0
63.0,1.0,57.0,5785.0,578.663114428,1.3738631664,1.06,0.0
65.0,3.0,61.0,6192.0,619.359346422,1.40484874631,1.136,1.0
53.0,3.0,49.0,4933.0,493.486575299,1.35687140142,1.0828,0.0
68.0,1.0,63.0,6390.0,639.238609597,1.74642491966,1.446,1.0
36.0,1.0,31.0,3172.0,317.45235863,1.26554336156,1.0312,0.0
30.0,3.0,26.0,2622.0,262.682317639,1.59110024826,1.264,1.0
57.0,3.0,53.0,5355.0,535.674341368,1.36656503687,1.092,0.0
33.0,4.0,30.0,3026.0,302.820078595,1.15429632244,0.9068,1.0
67.0,3.0,64.0,6404.0,640.513856212,1.20764233116,0.9128,0.0
39.0,1.0,35.0,3547.0,354.977464073,1.40324623641,1.13,1.0
38.0,1.0,33.0,3369.0,337.210616677,1.44703144403,1.161,0.0
61.0,3.0,57.0,5760.0,576.159700083,1.35646599663,1.108,1.0
5.0,1.0,0.0,46.0,8.48528137424,0.713021738799,0.5612,0.0
40.0,1.0,36.0,3602.0,360.40255271,1.20813906484,0.8872,1.0
56.0,1.0,51.0,5175.0,517.736419426,1.56444878472,1.175,0.0
41.0,1.0,36.0,3643.0,364.577838054,1.42306008306,1.1502,1.0
36.0,4.0,32.0,3288.0,329.09269211,1.3876599007,1.104,0.0
33.0,3.0,30.0,3013.0,301.527776498,1.17179349717,0.8838,1.0
1.0,14.0,0.0,14.0,3.74165738677,0.346987031458,0.2408,0.0
65.0,4.0,61.0,6189.0,619.056540229,1.39208476753,1.1276,1.0
65.0,1.0,61.0,6107.0,610.877238077,1.47142787795,1.131,0.0
