1,0,831,1287,39,1,32,3249,326.170201,2.875743382,2.4292
1,0,625,219,44,1,39,3904,390.7633555,1.684755175,1.2088
1,0,470,983,69,5,66,6656,665.7416916,1.373462777,1.1792
1,0,285,1044,67,3,63,6345,634.7731878,1.862122445,1.574
1,0,644,1239,82,3,74,7456,746.6645833,3.985774705,3.3048
1,0,178,464,49,10,42,4288,431.0058004,4.354951205,3.8168
1,0,342,832,68,2,64,6451,645.2356159,1.322837859,1.0602
1,0,1118,246,3,1,0,25,5.916079783,0.536190265,0.395
1,0,149,120,3,1,0,31,6.403124237,0.560267793,0.4526
1,0,61,201,2,2,0,46,7.071067812,0.537028863,0.5152
1,0,632,1057,75,1,68,6876,687.9345899,2.145320489,1.7456
1,0,528,433,63,1,57,5785,578.6631144,1.373863166,1.06
1,0,643,325,53,3,49,4933,493.4865753,1.356871401,1.0828
1,0,351,124,36,1,31,3172,317.4523586,1.265543362,1.0312
1,0,195,957,57,3,53,5355,535.6743414,1.366565037,1.092
1,0,772,922,67,3,64,6404,640.5138562,1.207642331,0.9128
1,0,488,112,38,1,33,3369,337.2106167,1.447031444,1.161
1,0,493,16,5,1,0,46,8.485281374,0.713021739,0.5612
1,0,897,452,56,1,51,5175,517.7364194,1.564448785,1.175
1,0,1060,1068,36,4,32,3288,329.0926921,1.387659901,1.104
1,0,1066,173,1,14,0,14,3.741657387,0.346987031,0.2408
1,0,207,689,65,1,61,6107,610.8772381,1.471427878,1.131
1,0,402,606,67,1,62,6228,623.100313,1.934321587,1.5568
1,0,667,59,26,3,23,2325,232.922734,1.402676014,1.155
1,0,683,961,72,1,68,6801,680.2580393,1.46625373,1.0932
1,0,209,1468,1,7,0,7,2.645751311,0.255147016,0.1302
1,0,881,127,25,7,22,2219,222.4162764,1.514562643,1.209
1,0,66,745,52,2,48,4889,489.1247285,1.482531619,1.1808
1,0,91,617,54,2,48,4869,488.1075701,3.431311703,2.7106
1,0,802,1092,60,1,55,5519,552.1168355,1.547223319,1.1718
1,0,424,696,63,2,58,5868,587.0655841,1.765672676,1.432
1,0,789,1163,58,1,51,5105,511.3384398,2.927029211,2.094
1,0,852,1362,30,5,27,2719,272.2627407,1.404955515,1.1242
1,0,924,1173,46,1,41,4197,419.9392813,1.417427247,1.0378
1,0,738,1020,71,1,64,6475,647.8155602,2.021756662,1.6
1,0,523,596,62,1,58,5826,582.8018531,1.533753566,1.2704
1,0,886,628,62,4,58,5898,589.9288093,1.232720568,0.828
1,0,8,818,45,2,41,4119,412.2559884,1.7128631,1.4452
1,0,447,157,41,1,36,3615,361.9240252,1.751427989,1.363
1,0,60,183,2,1,0,21,4.795831523,0.431161223,0.336
1,0,607,1239,87,2,82,8240,824.6902449,3.373425559,2.336
1,0,523,848,64,1,58,5895,589.6804219,1.458595215,1.065
1,0,889,1245,43,1,38,3899,390.147408,1.389208408,1.0324
1,0,3,482,45,1,40,4062,406.5218321,1.61728167,1.362
1,0,796,69,11,1,1,100,19.94993734,1.72626765,0.98
1,0,579,17,2,3,0,42,6.92820323,0.550999093,0.5124
1,0,377,1151,56,1,43,4377,439.8602051,4.353975195,3.4686
1,0,839,1274,42,3,38,3807,381.3620327,2.246130005,1.803
1,0,513,364,56,11,53,5369,537.113582,1.514562643,1.2044
1,0,477,844,66,1,61,6125,612.6426365,1.321930407,1
1,0,868,35,4,1,0,17,5.567764363,0.530188646,0.2958
1,0,853,479,55,4,51,5155,515.7043727,1.451723114,1.201
1,0,1091,976,40,2,36,3608,361.1010939,1.4743134,1.1424
1,0,568,205,42,13,40,4030,403.1228101,0.994987437,0.778
1,0,533,591,64,2,59,5996,599.7816269,1.475940378,1.1848
1,0,729,442,59,2,55,5538,554.0108302,1.528266992,1.1876
1,0,850,1403,2,5,0,37,6.8556546,0.577148161,0.5032
1,0,1018,1150,36,2,32,3213,321.7126047,1.628833939,1.343
1,0,34,387,42,2,37,3781,378.4428623,1.610558909,1.2766
1,0,648,265,45,1,41,4128,413.0859475,1.536749817,1.3112
1,0,1141,1147,2,2,0,58,7.874007874,0.532541078,0.5104
1,0,88,83,1,2,0,2,1.414213562,0.14,0.0392
1,0,1059,1057,36,2,32,3234,323.6479569,1.266649123,1.0068
1,0,887,1330,33,2,29,2900,290.403168,1.529705854,1.14
1,0,964,941,51,2,43,4351,437.0205945,4.092664169,3.67
1,0,490,1478,2,1,0,39,6.403124237,0.507838557,0.4836
1,0,565,304,55,1,49,4928,493.1085073,1.744018349,1.3816
1,0,822,1070,59,1,54,5428,542.9419859,1.241611856,0.9296
1,0,210,754,70,1,64,6470,647.2773749,1.894729532,1.58
1,0,741,249,44,3,40,4012,401.5719114,1.727888885,1.4264
1,0,511,758,67,1,60,6054,605.7210579,1.971902635,1.5832
1,0,252,782,69,4,65,6582,658.3691973,1.492514657,1.1432
1,0,505,984,68,5,64,6419,642.1970103,1.952920889,1.649
1,0,581,1183,129,5,119,11935,1195.523735,6.953236656,5.875
1,0,254,948,65,1,57,5715,572.2508191,2.930443652,2.411
1,0,527,559,61,3,57,5718,572.0769179,1.779775267,1.4072
1,0,341,789,67,1,62,6270,627.1379434,1.315294644,1.078
1,0,659,7,3,1,0,31,6.403124237,0.560267793,0.4526
1,0,1048,1213,29,1,25,2599,260.1557226,1.153212903,0.8734
1,0,403,1138,68,2,61,6179,619.3859863,4.287878263,3.1572
1,0,1034,1126,37,3,33,3374,337.7661913,1.572386721,1.1972
1,0,645,157,34,2,30,3071,307.4752023,1.518519015,1.157
1,0,127,786,61,1,54,5483,549.6262366,3.815900942,2.9844
1,0,646,886,67,2,63,6374,637.5892094,1.553190265,1.2268
1,0,739,1437,1,39,0,39,6.244997998,0.487749936,0.4758
1,0,456,1034,72,2,65,6545,656.7457651,5.426555077,3.97
1,0,234,473,64,1,59,5918,592.2364393,2.27323558,1.8836
1,0,357,1134,61,1,44,4458,448.5064102,4.919715439,3.7488
1,0,387,1455,3,1,0,43,7.280109889,0.587452126,0.5246
1,0,192,1025,56,1,51,5121,512.4714626,1.9508716,1.591
1,0,302,875,72,1,67,6725,672.7205958,1.722643318,1.335
1,0,1052,632,47,3,43,4322,432.4488409,1.466833324,1.1328
1,0,472,774,63,4,59,5987,598.8497307,1.339066839,1.043
1,0,800,1377,30,2,23,2396,240.8983188,2.497678923,2.14
1,0,137,1130,47,3,43,4387,438.9703862,1.540486936,1.236
1,0,620,877,65,5,62,6226,622.7391107,1.316206671,1.0564
